,Character,Dialog
61,Tony Stark,She's not like the others.​​​​​​  Come on. Let's go in the bedroom. Happy...
62,Maya Hansen,"That's cute, but..."
63,Tony Stark,Leave her ficus alone.
64,Maya Hansen,
65,Tony Stark,And you're starting with plants?
66,Maya Hansen,"For now, yeah."
67,Tony Stark,Huh.
68,Maya Hansen,I'm calling it Extremis.
69,Maya Hansen,"Well, it's..."
70,Both,Human application.
71,Maya Hansen,Exactly! Exactly.
72,Maya Hansen,Dendritic revitalization.
73,Tony Stark,It's revolutionary.
74,Maya Hansen,Disease prevention...
75,Tony Stark,Changes the world.
76,Maya Hansen,...even limb regrowth.
77,Tony Stark,You're the most gifted woman I've ever met.
78,Maya Hansen,Wow.
79,Tony Stark,In Switzerland.
80,Maya Hansen,"Hmm, that's better. Aw, you're seeing things."
81,Tony,This week.
82,Tony Stark,"You almost bought it, didn't you?"
83,Maya Hansen,"This is what I'm talking about, the glitch."
84,Tony Stark,Have you checked the telomerase algorithm?
85,Maya Hansen,The what?
86,Happy Hogan,"Down! Stay down! Stay down, boss."
87,Tony Stark,We're good.
88,Happy Hogan,Stay down.
89,Tony Stark,You're...you're right on me. I made it.  What the hell was that?
90,Happy Hogan,What was that?
91,Maya Hansen,It's a glitch in my work. It's...
92,Tony Stark,She was just talking about it. Glitches happening.
93,Happy Hogan,It's not Y2K.
94,Maya Hansen,No.
95,Tony Stark,Hey!
96,Happy Hogan,Happy New Year.
97,Tony Stark,Happy New Year.
98,Maya Hansen,Happy New Year.
99,Tony Stark,"Alright, I'll see you in the morning, goodnight."
100,Happy Hogan,You good?
101,Tony Stark,Yep.
102,Happy Hogan,I'll be right outside.
103,Tony Stark,Okay.
104,Tony Stark,"So why am I telling you this? Because I had just created demons, and I didn't even know it."
105,Tony Stark,"Yeah, those were the good times. Then I moved on. After a brief soiree in an Afghan cave, I said goodbye to the party scene. Forgot that night in Switzerland. These days I'm a changed man, I'm different now. I'm well... you know who I am."
106,Tony Stark,Ow!
107,JARVIS,"Sir, please may I request just a few hours to calibrate..."
108,Tony Stark,No. Forty-eight.  Ah! Micro-repeater implanting sequence complete.
109,JARVIS,"As you wish, sir. I've also prepared a safety briefing for you to entirely ignore."
110,Tony Stark,"Which I will. Right, let's do this."
111,Tony Stark,"Dummy. Hi, Dummy. How did you get that cap on your head? You earned it."
112,Tony Stark,"Hey. Hey! What are you doing round in the corner? You know what you did. Blood on my mat, handle it."
113,JARVIS,"Sir, may I remind you that you've been awake for nearly seventy-two hours."
114,Tony Stark,"Focus up, ladies. Good evening, and welcome to the birthing suite. I'm pleased to announce the imminent arrival of your bouncing, bad-ass, baby brother."
115,Tony Stark,"Start tight and go wide, stamp in time. Mark 42 autonomous prehensile propulsion suit test. Initialize sequence."
116,Tony Stark,"Jarvis, drop my needle."
117,Tony Stark,Crap.
118,Tony Stark,"Alright, I think we got this. Send 'em all."
119,Tony Stark,"Probably a little fast, slow it down. Slow it down just a..."
120,Tony Stark,...little bit.
121,Tony Stark,"Cool it, will you, Jarvis?"
122,Tony Stark,Come on. I ain't scared of you.
123,Tony Stark,I'm the best.
124,JARVIS,"As always, sir, a great pleasure watching you work."
125,Tony Stark,And I guess seventy-two hours isn't a long time between siesta's. Didn't think it could get any worse. Then I had to go and turn on the TV.
126,Tony Stark,That's when he happened.
127,The Mandarin,"Some people call me a terrorist, I consider myself a teacher. America, ready for another lesson. In 1864 in Sand Creek Colorado the U.S. military waited till the friendly Cheyenne braves all gone hunting, waited to attack and slaughter their families left behind, and claim their land. Thirty-nine hours ago the Ali Al Salem Air Base in Kuwait was attacked. I...I...I did that. A quaint military church filled with wives and children, of course. The soldiers were out on maneuvers, the braves were away. President Ellis, you continue to resist my attempts to educate you, sir. And now, you've missed me again. You know who I am, you don't know where I am, and you'll never see me coming."
128,News Reporter #1,"And now that we seem to be back, let's recap some of the frightening..."
129,News Reporter #2,American Airwaves were highjacked...
130,News Reporter #3,The nation remains on high alert...
131,News Reporter #4,All attempts to find the Mandarin have so far proved unsuccessful...
132,President Ellis,"Central to my Administration's response to this terrorist event, is a newly minted resource. I know him as Colonel James Rhodes, the American people will soon know him as the Iron Patriot."
133,Bill Maher,And how is President Ellis responding? By taking the guy they call War Machine and giving him a paint job.
134,Joan Rivers,"Same suit, but painted red, white, and blue. Look at rhat. And they also renamed him Iron Patriot. You know, just in case the paint was too subtle."
135,Colonel James Rhodes,"It tested well with focus groups, alright?"
136,Tony Stark,I am Iron Patriot...
137,Colonel James Rhodes,"Listen, War Machine was a little too aggressive, alright? This sends a better message."
138,Tony Stark,"So what's really goin' on? With Mandarin. Seriously, can we talk about this guy?"
139,Colonel James Rhodes,"It's classified information, Tony. Okay, there have been nine bombings."
140,Tony Stark,Nine.
141,Colonel James Rhodes,"The public only knows about three. Here's the thing, nobody can ID a device. There's no bomb casings."
142,Tony Stark,"You know I can help, just ask. I got a ton of new tech, I got a prehensile, I got a...I got a new bomb disposal. Catches explosions mid-air."
143,Colonel James Rhodes,When's the last time you got a good night's sleep?
144,Tony Stark,Einstein slept three hours a year. Look what he did?
145,Colonel James Rhodes,"People are concerned about you, Tony. I'm concerned about you."
146,Tony Stark,You're gonna come at me like that?
147,Colonel James Rhodes,"No. No, look, I'm not trying to be a dic..."
148,Colonel James Rhodes,...tator.
149,Erin,Do you mind signing my drawing?
150,Tony Stark,"If Richard doesn't mind.  You alright with this, Dick?"
151,Colonel James Rhodes,Fine with me.
152,Tony Stark,What's your name?
153,Erin,Erin.
154,Tony Stark,"I loved you in A Christmas Story, by the way."
155,Colonel James Rhodes,"Listen, the Pentagon is scared. After what happened in New York... aliens, come on. They need to look strong. Stopping the Mandarin is priority, but it's not..."
156,Tony Stark,"It's not superhero business, I get it."
157,Colonel James Rhodes,"No, it's not, quite frankly. It's American business."
158,Tony Stark,That's why I said I...got it.
159,Colonel James Rhodes,Are you okay?
160,Tony Stark,I broke the crayon.
161,Erin,"Are you okay, Mr. Stark?"
162,Colonel James Rhodes,Take it easy. Tony...
163,Little Boy,How did you get out of the wormhole? How did you get out of the wormhole?
164,Colonel James Rhodes,Wait a minute! Tony!
165,Tony Stark,What'd he say?!
166,Colonel James Rhodes,Tony!
167,Tony Stark,Sorry. Have to check on the suit...make sure...okay.
168,Tony Stark,"Check the heart, check the...check the...is it the brain?"
169,JARVIS,No sign of cardiac analomy or unusual brain activity.
170,Tony Stark,"Okay, so I was poisoned?"
171,Jarvis,My diagnosis is that you've experienced a severe anxiety attack.
172,Tony Stark,Me?
173,Colonel James Rhodes,"Come on, man. This isn't a good look, open up."
174,Tony Stark,"Sorry, I gotta split."
175,Happy Hogan,"Badge. Badge. Come on, badge. Badge, guys. I put a memo in the toilet, come on.  Tony has got them in his basement, they're wearing party hats. This is an asset that we can put to use."
176,Pepper Potts,"Uh-huh. So, you're suggesting that I replace the entire janitorial staff with robots?"
177,Happy Hogan,What I'm saying is that the human element of Human Resources is our biggest point of vulnerability. We should start phasing it out immediately.
178,Pepper Potts,What!?
179,Happy Hogan,"Excuse me, Bambi."
180,Pepper Potts,Did you just say that?
181,Happy Hogan,Security.
182,Pepper Potts,Happy?
183,Happy Hogan,Yes.
184,Pepper Potts,"Okay, I am thrilled that you're now the Head of Security, okay? It is the perfect position for you."
185,Happy Hogan,Thank you.
186,Pepper Potts,However...
187,Happy Hogan,I do appreciate it
188,Pepper Potts,Since you've taken the post...
189,Happy Hogan,You don't have to thank me.
190,Pepper Potts,We've had a rise in staff complaints of three hundred percent
191,Happy Hogan,Thank you.
192,Pepper Potts,That's not a compliment.
193,Happy Hogan,That's not a compli...? It is a compliment! Clearly somebody's trying to hide something.
194,Pepper Potts,I...
195,Pepper's Assistant,Excuse me.
196,Pepper Potts,Yes?
197,Pepper's Assistant,"Miss Potts, your four o'clock is here."
198,Pepper Potts,Thank you.
199,Happy Hogan,Did you clear this four o'clock with me?
200,Pepper Potts,"Happy, we'll talk about this later. But right now I have to go deal with this very annoying thing."
201,Happy Hogan,How so?
202,Pepper Potts,"I used to work with him, and he used to ask me out all the time. So it's a little awkward."
203,Happy Hogan,I don't like the sound of that.
204,Aldrich Killian,Pepper.
205,Pepper Potts,Killian?
206,Aldrich Killian,You look great. You look really great.
207,Pepper Potts,"God, you look...you look great. I... I...I can't... What on earth have you been doing?"
208,Aldrich Killian,"Nothing fancy, just five years in the hands of physical therapists. And please, call me Aldrich."
209,Happy Hogan,Uh...you were supposed to be issued a security badge.
210,Pepper Potts,"Happy, it's okay."
211,Happy Hogan,Yes?
212,Pepper Potts,We're good.
213,Happy Hogan,You sure?
214,Pepper Potts,Yes. Stand down.
215,Happy Hogan,"Okay. I'm gonna linger, right here."
216,Pepper Potts,Thank you.
217,Happy Hogan,Okay.
218,Pepper Potts,"It's very nice to see you, Killian."
219,Happy Hogan,"Hey, guy."
220,Savin,Merry Christmas.
221,Aldrich Killian,"After years dodging the President's ban on ""immoral biotech research"", my think tank now has a little something in the pipeline. It's an idea we like to call Extremis. I'm gonna turn your lights down."
222,Aldrich Killian,Regard the human brain.
223,Aldrich Killian,"Uh...wait. Hold on, hold on. That's...that's the universe, my bad. But if I do that..."
224,Aldrich Killian,"That's the brain. Strangely mimetic though, wouldn't you say?"
225,Aldrich Killian,"Thanks, it's mine."
226,Pepper Potts,What?
227,Aldrich Killian,This...you're inside my head. It's a...
228,Aldrich Killian,"It's a live feed. Come on up, I'll prove it to you."
229,Aldrich Killian,Come on.
230,Aldrich Killian,"Now, pinch my arm. I can take it. Pinch me."
231,Pepper Potts,What is that?
232,Aldrich Killian,It's the primary somatosensory cortex. It's the brain's pain center. But this is what I wanted to show you.
233,Aldrich Killian,"Now, Extremis harnesses our bioelectrical potential and it goes...here. This is essentially an empty slot, and what this tells us is that our mind, our entire DNA in fact, is destined to be upgraded."
234,Pepper Potts,Wow.
235,Happy Hogan,Hello?
236,Tony Stark,Is this forehead of Security?
237,Happy Hogan,"What? You know, look, I got a real job. What do you want? I'm working, I got something going on here."
238,Tony Stark,What? Harassing interns?
239,Happy Hogan,"Let me tell you something, you know what happened when I told people I was Iron Man's body guard? They would laugh in my face."
240,Happy Hogan,"I had to leave while I still had a shred of dignity. Now I got a real job, I'm watching Pepper."
241,Tony Stark,What's going on? Fill me in.
242,Happy Hogan,For real?
243,Tony Stark,Yeah.
244,Happy Hogan,"Alright, so she's meeting up with this scientist. Rich guy, handsome."
245,Tony Stark,Right.
246,Happy Hogan,"I couldn't make his face at first, right? You know I'm good with faces."
