,Character,Dialog
1153,"[Pepper lands next to Okoye, followed by Mantis, Shuri, the Wasp, 2014 Gamora and Nebula. Thanos' army charges while the women help Carol Danvers go through the Outriders, Sakaarans and Chitauri. 2014 Gamora takes out a gorilla, while Okoye takes out Corvus Glaive. Wanda and Valkyrie destroy two leviathans. Carol Danvers then starts flying towards the van with the Gauntlet, flying past enemies and going through enemy blockades that are in her way with ease. Thanos, seeing this, starts running to Carol Danvers, but is stopped by Pepper, Shuri and The Wasp, who blast him backwards. Thanos, after seeing Carol Danvers fly past him, throws his double sword at the van, destroying it and the quantum realm tunnel, throwing Carol Danvers backwards and losing her grip on the Gauntlet, which falls to the ground. Doctor Strange steadies the water after the explosion. In the final brawl for the Stark Gauntlet, Stark moves one of Thanos' enemies aside and sees the Gauntlet. He runs to get it, but sees Thanos, who Stark tackles. Thanos smacks Stark away, knocking him out. Then Thor arrives with Stormbreaker and 2013 Mjolnir in an attempt to pin Thanos' arm down, with assistance from Captain America. However, Thanos overpowers them and knocks them both out. After picking up the Gauntlet, Carol Danvers arrives, punching away at Thanos while he is holding the Gauntlet. She keeps punching him, but Thanos grabs her by the arm and flings her away. Thanos puts on the gauntlet, gamma radiation from the stones eating at him as he tries to snap, but Carol Danvers arises again, and stops his fingers from snapping, opening up his hand similar to what Captain America did in Avengers","Infinity War. Thanos headbutts her, but it does nothing. Just as Carol Danvers is gaining the upper hand by rising up and forcing Thanos onto his knees, Thanos pulls the Power Stone out of the Gauntlet and uses it in his free hand to hit Carol Danvers away. Stark looks in question at Strange, who simply raises one finger, reminding him that the one win over Thanos he foresaw is now at risk. Or is it? Stark nods. Thanos puts the Power Stone back into the Gauntlet, yelling from the gamma radiation coursing through him, until Stark makes one last attack on Thanos, pulling on the Gauntlet before Thanos punches him away.]"
1154,THANOS,I am– inevitable.
1155,TONY STARK,And I– am– Iron Man.
1156,PETER PARKER,Mr. Stark?
1157,PETER PARKER,I'm sorry– Tony–
1158,PEPPER POTTS,Hey.
1159,TONY STARK,"Hey, Pep.."
1160,PEPPER POTTS,F.R.I.D.A.Y.?
1161,F.R.I.D.A.Y.,Life functions critical.
1162,PEPPER POTTS,Tony. Look at me.  We're gonna be okay. You can rest now.
1163,TONY STARK,"Everybody wants a happy ending, right? But it doesn't always roll that way. Maybe this time. I'm hoping if you play this back, it's in celebration. I hope families are reunited, I hope we get it back, and something like a normal version of the planet has been restored. If there ever was such a thing. God, what a world. Universe, now. If you told me ten years ago that we weren't alone, let alone, you know, to this extent, I mean, I wouldn't have been surprised. But come on, you know? The epic forces of darkness and light that have come into play. And, for better or worse, that's the reality Morgan's gonna have to find a way to grow up in."
1164,TONY STARK,"So I thought I'd probably better record a little greeting... In the case of an untimely death on my part. I mean, not that, death at any time isn't untimely. This time travel thing that we're gonna try and pull off tomorrow, it's– it's got me scratching my head about the survivability of it all. That's the thing. Then again, that's the hero gig. Part of the journey is the end.  I love you 3,000."
1165,CLINT,"You know, I wish there was a way– that I could let her know. That we won.  We did it."
1166,WANDA MAXIMOFF,She knows– They both do.
1167,HAPPY,"How you doing, Squirt?"
1168,MORGAN STARK,Good.
1169,HAPPY,You good? Okay. You hungry?
1170,MORGAN STARK,Mm. Hm.
1171,HAPPY,What do you want?
1172,MORGAN STARK,Cheeseburgers.
1173,HAPPY,You know your dad liked cheeseburgers? I'm gonna get you all the cheeseburgers you want.
1174,MORGAN STARK,Okay.
1175,VALKYRIE,"So, when can we expect you back?"
1176,THOR,Um– about that–
1177,VALKYRIE,Thor. Your people need a king.
1178,THOR,"No, they already have one."
1179,VALKYRIE,That's funny. You're being serious?
1180,THOR,"It's time for me to be who I am rather than who I'm supposed to be. But you, you're a leader. That's who you are."
1181,VALKYRIE,You know I'd make a lot of changes around here.
1182,THOR,I'm counting on it. Your Majesty.
1183,VALKYRIE,What will you do?
1184,THOR,"I'm not sure. For the first time in a thousand years, I– I have no path. I do have a ride, though."
1185,ROCKET,"Move it or lose it, hairbag."
1186,THOR,"Well, here we are. Tree! Good to see you. Well–"
1187,QUILL,"Hey, just so you know, this is my ship still. I'm in charge."
1188,THOR,"I know. I know. Of course, you are. Of course."
1189,QUILL,"See, you say of course, but then you touch the map. It makes you think that maybe you didn't realize I was in charge."
1190,THOR,Quail– you– that– that's your own–
1191,QUILL,Quail?
1192,THOR,–insecurities in there. Okay? I'm merely trying to be of service and assisting.
1193,QUILL,It's Quill.
1194,THOR,That's what I said.
1195,DRAX,You should fight one another for the honor of leadership.
1196,NEBULA,Sounds fair.
1197,QUILL,It's not necessary.
1198,THOR,It's not.
1199,QUILL,Okay?
1200,ROCKET,"I got some blasters, unless you guys wanna use knives."
1201,MANTIS,"Oooh, yes. Please, use knives."
1202,DRAX,"Yeah, knives."
1203,GROOT,I am Groot.
1204,QUILL,Not necessary...
1205,THOR,There shall be no knifing one another. Everybody knows who's in charge.
1206,QUILL,"Me, right?"
1207,THOR,"Yes, you. Of course. Of course. Of course."
1208,BRUCE BANNER,"Now, remember– You have to return the stones to the exact moment you got them. Or you're gonna open up a bunch of nasty alternative realities."
1209,STEVE ROGERS,"Don't worry, Bruce. Clip all the branches."
1210,BRUCE BANNER,"You know, I tried. When I had the gauntlet, the stones, I really tried to bring her back.  I miss her, man."
1211,STEVE ROGERS,"Me, too."
1212,SAM WILSON,"You know, if you want, I can come with you."
1213,STEVE ROGERS,"You're a good man, Sam. This one's on me, though."
1214,STEVE ROGERS,Don't do anything stupid 'till I get back.
1215,BUCKY BARNES,How can I? You're taking all the stupid with you.
1216,BUCKY BARNES,"Gonna miss you, Buddy."
1217,STEVE ROGERS,"It's gonna be okay, Buck."
1218,SAM WILSON,How long is this gonna take?
1219,BRUCE BANNER,For him? As long as he needs. For us? Five seconds.
1220,BRUCE BANNER,"Ready, Cap? Alright. We'll meetyou back here, okay?"
1221,STEVE ROGERS,You bet.
1222,BRUCE BANNER,"Going quantum. Three, two, one–"
1223,BRUCE BANNER,"And returning in, five, four, three, two, one–"
1224,SAM WILSON,Where is he?
1225,BRUCE BANNER,I don't know. He blew right by his time stamp. He should be here.
1226,SAM WILSON,"Well, get him back."
1227,BRUCE BANNER,I'm trying.
1228,SAM WILSON,Get him the hell back!
1229,BRUCE BANNER,"Hey, I said, I'm trying!"
1230,BUCKY BARNES,Sam...
1231,BUCKY BARNES,Go ahead.
1232,SAM WILSON,Cap?
1233,STEVE ROGERS,"Hi, Sam."
1234,SAM WILSON,"So did something go wrong, or did something go right?"
1235,STEVE ROGERS,"Well, after I put the stones back, I thought, maybe I'll try some of that life Tony was telling me to get."
1236,SAM WILSON,How'd that work out for you?
1237,STEVE ROGERS,It was beautiful.
1238,SAM WILSON,I'm happy for you. Truly.
1239,STEVE ROGERS,Thank you.
1240,SAM WILSON,Only thing bumming me out is the fact I have to live in a world without Captain America.
1241,STEVE ROGERS,"Oh, That reminds me.  Try it on."
1242,STEVE ROGERS,How does it feel?
1243,SAM WILSON,Like it's someone else's.
1244,STEVE ROGERS,It isn't.
1245,SAM WILSON,Thank you. I'll do my best.
1246,STEVE ROGERS,That's why it's yours.
1247,SAM WILSON,You wanna tell me about her?
1248,STEVE ROGERS,"No. No, I don't think I will."
0,Asgardian PA,"This is the Asgardian refugee vessel Statesman. We are under assault, I repeat, we are under assault - The engines are dead, life support failing. Requesting aid from any vessel within range. We are 22 jump points out of Asgard."
1,Ebony Maw,"Hear me, and rejoice. You have had the privilege of being saved by the Great Titan.... You may think this is suffering... no. It is salvation. Universal scales tip toward balance because of your sacrifice. Smile...  for even in death, you have become Children of Thanos."
2,Thanos,"It's frightening. Turns the legs to jelly. I ask you, to what end? Dread it. Run from it. Destiny arrives all the same. And now, it's here. Or should I say... I AM."
3,Thor,You talk too much.
4,Thanos,"The Tesseract, or your brother's head. I assume you have a preference."
5,Loki,"Oh, I do. Kill away!"
6,Loki,"ALL RIGHT, STOP!"
7,Thor,We don't have the Tesseract. It was destroyed on Asgard.
8,Thor,You really are the worst brother.
9,Loki,"I assure you, brother... the sun will shine on us again."
10,Thanos,"Your optimism is misplaced, Asgardian."
11,Loki,"Well, for one thing, I'm not Asgardian. And for another... we have a Hulk."
12,Ebony Maw,Let him have his fun.
13,Heimdall,Allfathers… let the dark magic flow through me one last... time.
14,Thanos,That was a mistake.
15,Thor,NO!!!  You're going to die for that!
16,Ebony Maw,Shh.
17,Ebony Maw,"My humble personage… bows before your grandeur. No other being has ever had the might, nay the nobility, to wield not one, but two Infinity Stones. The universe lies within your grasp."
18,Thanos,"There are two more Stones on Earth. Find them, my children, and bring them to me on Titan."
19,Proxima Midnight,"Father, we will not fail you."
20,Loki,"If I might interject… if you're going to Earth, you might want a guide. I do have a bit of experience in that arena."
21,Thanos,If you consider failure experience.
22,Loki,"I consider experience, experience. Almighty Thanos, I... Loki... Prince of Asgard...  Odinson... the rightful King of Jotunheim... God of Mischief... do hereby pledge to you, my undying fidelity."
23,Thanos,"""Undying?"" You should choose your words more carefully."
24,Loki,
25,Thor,NO!
26,Thanos,No resurrections this time.
27,Thor,No… Loki….
28,Stephen Strange,Seriously? You don't have any money?
29,Wong,Attachment to the material is detachment from the spiritual.
30,Stephen Strange,I'll tell the guys at the deli.  Maybe they'll make you a metaphysical ham on rye.
31,Wong,"Oh, wait, wait, wait, I think I have 200."
32,Stephen Strange,Dollars?
33,Wong,Rupees.
34,Stephen Strange,Which is?
35,Wong,"Uh, buck and a half."
36,Stephen Strange,What do you want?
37,Wong,I wouldn't say no to a tuna melt.
38,Bruce Banner,Thanos is coming. He's coming...
39,Stephen Strange,Who?
40,[Title Screen,Avengers: Infinity War]
41,Tony Stark,"Slow down, slow down. I'm totally not kidding."
42,Pepper Potts,You're totally rambling.
43,Tony Stark,"No, I'm not."
44,Pepper Potts,Lost me.
45,Tony Stark,"Look, you know how you're having a dream, and in the dream you gotta pee?"
46,Pepper Potts,Yeah.
47,Tony Stark,"Okay, and then you're like, 'Oh my god, there's no bathroom, what am I gonna do?', 'Oh! Someone's watching,' ''m gonna go in my pants.'"
48,Pepper Potts,"Right. And then you wake up, and in real life you actually have to pee."
49,Tony Stark,Yes.
50,Pepper Potts,Yeah. Everybody has that.
51,Tony Stark,"Right! That's the point I'm trying to make. Apropos of that, last night, I dreamt, we had a kid. So real. We named him after your eccentric uncle. Uh, what was his name?"
52,Pepper Potts,Right.
53,Tony Stark,Morgan! Morgan.
54,Pepper Potts,"So you woke up, and thought that we were..."
55,Tony Stark,Expecting.
56,Pepper Potts,Yeah.
57,Tony Stark,Yes?
58,Pepper Potts,No.
59,Tony Stark,I had a dream about it. It was so real.
60,Pepper Potts,"If you wanted to have a kid, you wouldn't have done that."
61,Tony Stark,"I'm glad you brought this up, 'cause it's nothing. It's just a housing unit for nano particles."
62,Pepper Potts,"It's not helping your case, OK?"
63,Tony Stark,"No, no, it's an attachment, it's not a-"
64,Pepper Potts,You don't need that.
65,Tony Stark,"I know. I had the surgery. I'm just trying to protect us. The future uses, and that's it. Just in case there's a monster in the closet, instead of, you know..."
66,Pepper Potts,Shirts?
67,Tony Stark,You know me so well. You finish all my sentences.
68,Pepper Potts,You should have shirts in your closet.
69,Tony Stark,Yeah. You know what there should be? No more surprises. We're gonna have a nice dinner tonight. Show off this Harry Win-stone. Right? And we should have no more surprises. Ever. I should promise you.
70,Pepper Potts,Yes.
71,Tony Stark,I will.
72,Stephen Strange,"Tony Stark, I'm Doctor Stephen Strange. I need you to come with me. Oh, uh, congratulations on the wedding, by the way."
73,Tony Stark,"I'm sorry, you giving out tickets or something?"
74,Stephen Strange,"We need your help. Look, it's not overselling to say that the fate of the universe is at stake."
75,Tony Stark,"And who's ""we""?"
76,Bruce Banner,"Hey, Tony."
77,Tony Stark,Bruce.
78,Bruce Banner,Pepper.
79,Pepper Potts,Hi.
80,Tony Stark,You okay?
81,Wong,"From the dawn of the universe, there was nothing. Then, boom! The Big Bang sent six elemental crystals, hurtling across the virgin universe. These Infinity Stones each control an essential aspect of existence."
82,Stephen Strange,Space. Reality. Power. Soul. Mind. And Time.
83,Tony Stark,Tell me his name again.
84,Bruce Banner,"Thanos. He's a plague, Tony. He invades planets. He takes what he wants. He wipes out half the population. He sent Loki. The attack on New York. That's him."
85,Tony Stark,This is it... What's our timeline?
86,Bruce Banner,"No telling. He has the Power and Space Stones, that already makes him the strongest creature in the whole universe. If he gets his hands, on all six Stones, Tony..."
87,Stephen Strange,He can destroy life on a scale hitherto undreamt of.
88,Tony Stark,"Did you seriously just say ""hitherto undreamt of""?"
89,Stephen Strange,Are you seriously leaning on the Cauldron of the Cosmos?
90,Tony Stark,Is that what this is.... ?
91,Tony Stark,"I'm going to allow that. If Thanos needs all six, why don't we just stick this one down the garbage disposal?"
92,Stephen Strange,No can do.
93,Wong,We swore an oath to protect the Time Stone. With our lives.
94,Tony Stark,"And I swore off dairy, but then, Ben & Jerry's named a flavor after me, so...."
95,Stephen Strange,Stark Raving Hazelnuts.
96,Tony Stark,It's not bad.
97,Stephen Strange,A bit chalky.
98,Wong,A Hunka-Hulka Burning Fudge is our favorite.
99,Bruce Banner,That's a thing?
100,Tony Stark,Whatever. Point is: things change.
101,Stephen Strange,Our oath to protect the Time Stone cannot change. This Stone may be the best chance we have against Thanos.
102,Tony Stark,"And still conversely, it may also be his best chance against us."
103,Stephen Strange,"Well, if we don't do our jobs."
104,Tony Stark,"What is your job exactly, besides making balloon animals?"
105,Stephen Strange,"Protecting your reality, douchebag."
106,Bruce Banner,"Okay, guys, could we table this discussion right now? The fact is that we have this Stone. We know where it is. Vision is out there somewhere with the Mind Stone, and we have to find him now."
107,Tony Stark,"Yeah, that's the... thing."
108,Bruce Banner,What do you mean?
109,Tony Stark,"Two weeks ago, Vision turned off his transponder. He's offline."
110,Bruce Banner,"What? Tony, you lost another super bot?"
111,Tony Stark,I didn't lose him. He's more than that. He's evolving.
112,Stephen Strange,"Who could find Vision, then?"
113,Tony Stark,Probably Steve Rogers.
114,Stephen Strange,"Oh, great."
115,Tony Stark,Maybe. But...
116,Bruce Banner,Call him.
117,Tony Stark,"It's not that easy. God, we haven't caught up in a spell, have we?"
118,Bruce Banner,No.
119,Tony Stark,The Avengers broke up. We're toast.
120,Bruce Banner,Broke up? Like a band? Like The Beatles?
121,Tony Stark,Cap and I fell out hard. We're not on speaking terms.
122,Bruce Banner,"Tony, listen to me. Thor's gone. Thanos is coming. It doesn't matter who you're talking to or not."
123,Tony Stark,"Say, Doc, you wouldn't happen to be moving your hair, would you?"
